model_name,rmse,mae,r2,acc_5min,rmse_non_zero,mae_non_zero,r2_non_zero,count_non_zero
LGBM_unbalanced,15.772999782818584,1.6195542298623697,0.052271663647683875,96.58204356678259,127.58407897733314,55.58409374666339,-0.1656909916257996,1610
LGBM_balanced,19.215616079192674,5.494944184504716,-0.4065782494004082,75.83647141492946,120.8349019027653,49.94013956834525,-0.04562332434485339,1610
XGB_unbalanced,16.194425396991825,1.6988637843858565,0.0009519934193634727,96.93609124159926,129.32238755726337,57.80203108366938,-0.19767201702778592,1610
XGB_balanced,18.631942776782697,5.657480217928669,-0.3224265340467416,70.29603070214951,123.35643742568311,50.95794695745344,-0.08971796648252872,1610
CatBoost_unbalanced,15.904275866225396,1.7428402553932465,0.03643044070360735,97.3378858038594,130.17604855189583,58.996910145494475,-0.21353594238166718,1610
CatBoost_balanced,17.985896117987256,6.503017916419125,-0.23230846748626988,60.01333309309742,122.65370193115413,51.30678325729634,-0.07733754667095805,1610
